,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-2.1079965838958015,223,62.78026905829597,45.31204531530203,91.05956019413647,0.8393402712529575,-2.3059316068880205,0.5758451674990962,-0.5258621518501456
