,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,3.495650261118586,250,68.0,73.79625736397188,100.3411557690082,1.5628387544134261,-1.0748035336678583,0.8347539954321543,0.8306877311030617
