,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,0.36877321709448,157,61.146496815286625,44.200455978202,53.251373616820494,1.3062831739005467,-1.1413705271294505,0.47139327197683056,0.17118403225916354
