,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-0.20180661970390065,357,59.943977591036415,35.13654633885196,43.966011541690186,1.1959684903709982,-1.1762466558240192,0.47171962867578726,-0.08107472655514213
