,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,1.6198958340773535,400,65.5,42.82585229766823,57.867740437622764,1.405049727155105,-1.4753478807955338,0.610388876274038,0.5336449101709146
