,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-2.0904119807198587,190,64.21052631578948,29.61153308642988,72.6772051035623,0.7309936312372866,-2.7730525647900386,0.5284203188364797,-0.7865295395703443
