,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-1.443408172687268,354,55.6497175141243,22.582163026419334,28.555694368717397,0.9922917647218076,-1.7610463991614815,0.3075322618741699,-0.8705055016338633
