,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-0.6574358449651482,201,53.233830845771145,21.959146922924702,23.449578638720364,1.0659488004403659,-0.9672639268742703,0.18069945403927443,-0.7702995062904603
