,TA_Total_Return,TA_Number_of_Trades,TA_Win_Rate,TA_Avg_Profit,TA_Avg_Loss,TA_Profit_Factor,TA_Max_Drawdown,TA_Volatility,TA_Sharpe_Ratio,ML_Total_Return,ML_Number_of_Trades,ML_Win_Rate,ML_Avg_Profit,ML_Avg_Loss,ML_Profit_Factor,ML_Max_Drawdown,ML_Volatility,ML_Sharpe_Ratio
0,-14.44362536609155,62,47.667910447761194,0.631668754914742,-0.5961783081113107,0.9650976630341226,-25.33543977050693,12.562920815858499,-1.1497028101824052,747.5601074198134,399,54.989816700610994,1.883200338164074,-1.7450424902294956,1.3184449705216148,-35.4193848524334,35.78335349239784,20.891281404875375
