,TA_Total_Return,TA_Number_of_Trades,TA_Win_Rate,TA_Avg_Profit,TA_Avg_Loss,TA_Profit_Factor,TA_Max_Drawdown,TA_Volatility,TA_Sharpe_Ratio,ML_Total_Return,ML_Number_of_Trades,ML_Win_Rate,ML_Avg_Profit,ML_Avg_Loss,ML_Profit_Factor,ML_Max_Drawdown,ML_Volatility,ML_Sharpe_Ratio
0,24.316009689478513,61,48.932038834951456,0.6583574201619381,-0.5817125224674107,1.0844214867619628,-20.623394763783708,12.800684488363565,1.8995866753518478,-24.574991983737306,349,48.9816700610998,1.9623983198056292,-1.8619420994532163,1.011878439224963,-71.75536616316838,39.64953094298639,-0.6198053646353257
