,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-0.28800254947184295,183,48.63387978142077,35.22852762705107,28.672627082745414,1.1632931184956015,-0.7121528017511524,0.2494645694636252,-0.19136096845951292
