,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,0.18497459598074784,267,62.546816479400746,32.85497156537187,42.302931113572846,1.297021295447936,-0.7031680512255818,0.3588034587278442,0.10521462167392105
