,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-1.9016333242255787,278,55.03597122302158,34.99178055427214,49.179729898452464,0.8708860233040195,-2.5045269440223357,0.457552506542517,-0.7876822176113714
