,TA_Total_Return,TA_Number_of_Trades,TA_Win_Rate,TA_Avg_Profit,TA_Avg_Loss,TA_Profit_Factor,TA_Max_Drawdown,TA_Volatility,TA_Sharpe_Ratio,ML_Total_Return,ML_Number_of_Trades,ML_Win_Rate,ML_Avg_Profit,ML_Avg_Loss,ML_Profit_Factor,ML_Max_Drawdown,ML_Volatility,ML_Sharpe_Ratio
0,9.200607771535307,70,49.31002759889604,0.4954254633004828,-0.46187510781989966,1.0434387425579847,-19.393731073884968,9.518465869936085,0.9666061629317043,56.65460432132081,324,49.51550387596899,1.5195528127811941,-1.3653703024181616,1.0915622884737541,-39.710905756818285,28.596791487280555,1.9811524781204903
