,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-2.3003622866665534,249,56.62650602409639,39.56072539305182,63.80546379078954,0.8094718187153451,-2.876684678725725,0.5920039133053763,-0.6866103706709649
