,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-0.03194671183176979,196,55.10204081632652,29.74378875978655,27.934046021045194,1.3067831535448042,-0.4301072743534245,0.22919582301504574,-0.026847688004413554
