,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-1.109194533153408,179,48.60335195530726,29.551999664677936,32.263798156183476,0.8661693391180694,-1.2372957702900895,0.23287732628091495,-0.9545517827674539
