,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-0.8550420253889607,198,51.515151515151516,18.862731179369806,20.74261325504479,0.9662066988211383,-0.9178821196923672,0.1576936165524092,-1.0865434540172387
