,TA_Total_Return,TA_Number_of_Trades,TA_Win_Rate,TA_Avg_Profit,TA_Avg_Loss,TA_Profit_Factor,TA_Max_Drawdown,TA_Volatility,TA_Sharpe_Ratio,ML_Total_Return,ML_Number_of_Trades,ML_Win_Rate,ML_Avg_Profit,ML_Avg_Loss,ML_Profit_Factor,ML_Max_Drawdown,ML_Volatility,ML_Sharpe_Ratio
0,21.074736733014078,65,50.91258405379443,0.4783491551127368,-0.4543606730053269,1.091941184619457,-9.66408553433843,9.455212622960616,2.228901408503192,64.19631770788845,319,49.481327800829874,1.4394051859552912,-1.2721170890988602,1.108269532243863,-40.59542390066206,26.66693186513412,2.4073379732080245
