,TA_Total_Return,TA_Number_of_Trades,TA_Win_Rate,TA_Avg_Profit,TA_Avg_Loss,TA_Profit_Factor,TA_Max_Drawdown,TA_Volatility,TA_Sharpe_Ratio,ML_Total_Return,ML_Number_of_Trades,ML_Win_Rate,ML_Avg_Profit,ML_Avg_Loss,ML_Profit_Factor,ML_Max_Drawdown,ML_Volatility,ML_Sharpe_Ratio
0,10.407028462747059,68,49.904761904761905,0.4556587539918352,-0.43109338816628306,1.0529649112268489,-13.75949764525446,9.239798898008864,1.1263262953688016,94.30726374103617,156,51.54349859681946,1.3298988095850872,-1.2496210245277883,1.132040886840685,-37.252854490853004,27.33857338583516,3.4496044255878857
