,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-0.41167575528561434,191,54.973821989528794,22.223704648697534,23.021406004216338,1.1786244888808353,-0.5285883997857903,0.1794025444707235,-0.4918356556353282
