,TA_Total_Return,TA_Number_of_Trades,TA_Win_Rate,TA_Avg_Profit,TA_Avg_Loss,TA_Profit_Factor,TA_Max_Drawdown,TA_Volatility,TA_Sharpe_Ratio,ML_Total_Return,ML_Number_of_Trades,ML_Win_Rate,ML_Avg_Profit,ML_Avg_Loss,ML_Profit_Factor,ML_Max_Drawdown,ML_Volatility,ML_Sharpe_Ratio
0,-15.235429950020896,70,48.66732477788746,0.8697614765949836,-0.8434140797829703,0.9776938805114588,-22.02332547718472,16.464651729187963,-0.925341768572733,876.4462971592177,250,53.86012715712988,2.59431866174608,-2.455260472335571,1.2334363088258475,-36.02447398719727,50.76477403582324,17.264851736377963
