,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-0.7388733819510962,181,49.72375690607735,31.644159140763804,31.47715095287173,0.9942583804705077,-0.9763734461890213,0.2817686675268192,-0.5270893728214779
