,TA_Total_Return,TA_Number_of_Trades,TA_Win_Rate,TA_Avg_Profit,TA_Avg_Loss,TA_Profit_Factor,TA_Max_Drawdown,TA_Volatility,TA_Sharpe_Ratio,ML_Total_Return,ML_Number_of_Trades,ML_Win_Rate,ML_Avg_Profit,ML_Avg_Loss,ML_Profit_Factor,ML_Max_Drawdown,ML_Volatility,ML_Sharpe_Ratio
0,-34.873820116389645,69,49.904580152671755,0.5929149898932546,-0.6634295728359331,0.8903074121302439,-49.4730645148405,13.650481093575252,-2.554768573893223,-74.61450927249528,95,48.78682842287695,1.792147329717536,-1.8620285858015957,0.9168710907247958,-90.4565641653905,42.79370530597602,-1.7435860890988466
