,Total_Return,Number_of_Trades,Win_Rate,Avg_Profit,Avg_Loss,Profit_Factor,Max_Drawdown,Volatility,Sharpe_Ratio
0,-0.9280311417478515,196,47.95918367346938,28.88924404626274,28.061045387470177,0.9487679669873831,-1.0086697345676996,0.22829986709018785,-0.8478005650385371
